Control_1 Control_2 Control_3 Control_4 dazl_1 dazl_2 dazl_3 dazl_4
ENSDARG00000098754 0.0654331 0.0530662 0.0711298 0.0204306 0.0368432 0.104084 0.0196092 0.024415
ENSDARG00000098758 0.108237 0.431098 0.677668 0.456279 0.901331 1.05911 0.819365 1.4157
ENSDARG00000098761 8.551188 8.9848747 6.961846 7.610988 11.170644 8.807342 10.046529 10.61092
ENSDARG00000098764 1.9429695 1.6861436 2.812269 1.6366198 3.212202 3.6632535 2.082992 1.2156236
ENSDARG00000098766 9.1567158 10.0989256 11.725739 8.5175283 14.380458 14.837355 12.020942 12.121002
ENSDARG00000098767 0 0 0 0 0 0 0 0
ENSDARG00000098769 1.83262 2.27471 3.54596 2.15538 2.65333 3.05139 3.16795 2.74744
ENSDARG00000098771 1.52281 1.66199 1.54775 1.14147 1.23087 1.37627 2.02351 3.12834
ENSDARG00000098772 0.218773 0.339109 0.24826 0.0606551 0 0.0578904 0.140843 0.173835
ENSDARG00000098774 0.249818 0.247575 0.761365 0.718379 0.727119 0.767679 0.596915 1.07813
ENSDARG00000098776 0 0.010901 0 0 0.0184439 0 0.012636 0.0345815
ENSDARG00000098777 7.90157 5.48434 8.10489 6.12876 10.614 10.5986 9.21741 6.61818
ENSDARG00000098779 0.12516 0.0678732 0.102503 0.0440185 0.184562 0.123956 0.131119 0.0825213
ENSDARG00000098780 7.563433 6.701953 7.60345 7.020358 9.13954 9.74274 8.69788 11.89185
ENSDARG00000098782 10.91621 8.9176 9.41817 7.52141 11.64797 11.83362 12.46075 12.15763
ENSDARG00000098783 18.687711 20.491383 24.219234 22.971544 41.01885 37.066771 30.076402601142 28.907534
ENSDARG00000098785 48.7634 58.7954 58.896 65.3651 81.723 79.0337 70.7764 73.5553
ENSDARG00000098786 5.76982 6.35102 10.42334 9.89662 9.0991 9.48654 7.18803 7.87767
ENSDARG00000098787 1.21576 1.67436 1.05973 1.0674 1.91448 2.10942 2.05062 2.42421
ENSDARG00000098788 15.1422382 11.0253825 21.2961108 12.8747952 40.604377 40.4227013 32.3567887 19.9199279
ENSDARG00000098790 0.0774809 0.11643 0.107259 0.0180997 0.209495 0.180257 0.221291 0.0651066
ENSDARG00000098791 0.0123984 0.0502025 0 0.0116914 0.030029 0 0.0428263 0.0140027
ENSDARG00000098792 0.904319 0.835463 1.64633 1.457 1.99137 1.9064 1.41088 2.29536
ENSDARG00000098793 1.14288 0.856215 0.709027 0.752009 0.826687 0.870054 0.795485 0.903227
ENSDARG00000098795 0 0 0 0 0 0 0 0
ENSDARG00000098798 13.759513 13.365509 20.241639 16.232396 22.37716 23.08815 17.827783 17.41659
ENSDARG00000098799 0 0 0 0 0 0 0 0
ENSDARG00000098800 55.8449 55.859534 54.27255 56.584189 52.059993 55.40418 59.343559 61.53532
ENSDARG00000098801 0.651107 0.219129 0.324526 0.0992858 0.689141 0.696307 0.477216 0.440231
ENSDARG00000098802 31.8436 26.68686 26.80586 23.841677 32.683908 31.858907 29.40454 32.25733
ENSDARG00000098803 6.9311 6.75669 6.89824 4.40728 8.09913 8.27921 13.3719 11.7245
ENSDARG00000098805 0 0 0 0 0 0 0.110725 0.0651535
ENSDARG00000098809 7.50491 5.8574122 4.599139 3.6370719 4.761605 4.4441594 6.215125 5.565132
ENSDARG00000098810 0.0729134 0.0548642 0.222343 0.136465 0.504451 0.403392 0.333618 0.0817982
ENSDARG00000098811 4.18663 2.63061 6.31724 3.11391 9.25023 10.3251 7.8665 6.04837
ENSDARG00000098813 16.1129769582 20.18 22.715886 20.166375 29.26879244361 28.307300389888 29.17862 28.721088
ENSDARG00000098816 0.0442258 0.0148574 0.0164111 0 0.0712249 0.0517145 0 0.0830232
ENSDARG00000098817 1.90432 1.89517 1.68136 1.60474 2.46041 2.68702 3.35323 2.39527
ENSDARG00000098818 0.177606 0.0221593 0.0490178 0.0826735 0.132979 0.0514855 0.202263 0.0495864
ENSDARG00000098820 7.81444 6.7333 8.09114 6.30962 9.0773 8.26428 8.31109 8.22116
ENSDARG00000098821 3.15131 4.6453 5.22416 4.996392 5.13215 6.20261 4.17755 3.82214
ENSDARG00000098822 29.777831 22.874016 29.263351 24.437479 38.14269 34.90271 33.86401 32.908828
ENSDARG00000098823 0.4253933 0.333857 0.5051474 0.241101 0.906982 0.9626707 0.56145100150904 0.4928621
ENSDARG00000098824 0.035745 0.0120528 0.0798385 0.0337283 0.0433107 0.0698864 0.0549054 0.107715
ENSDARG00000098825 34.032 35.3385 44.9867 38.6006 54.4172 53.6348 35.1837 36.9094
ENSDARG00000098826 0.504274000354579 0.462055000113799 0.73852145759 0.488335 1.18076500041777 1.1128760604 0.863429 0.29938
ENSDARG00000098831 8.28199 6.5555 5.96222 4.2793 7.69231 7.79562 6.4346 6.1352
ENSDARG00000098832 1.2258 0.390221 2.708299 0.640338 6.81385 7.84747 3.87817 1.920244
ENSDARG00000098834 9.45263 10.4353 16.4218 11.6313 13.8241 14.1071 12.285 9.87334
ENSDARG00000098837 0.851861 1.526268 1.5011 1.378362 1.599888 1.379566 1.548505 1.681121
ENSDARG00000098838 1.20381 0.885457 1.40499 0.6027 1.180705 1.568219 1.22688 1.20763
ENSDARG00000098841 2.65486 0.991355 1.18348 0.591157 1.30848 1.13362 2.19699 1.92992
ENSDARG00000098843 2.11 1.59365 2.24523 1.47791 1.95301 2.30038 2.02301 1.56792
ENSDARG00000098845 9.04501 7.2867 9.83945 6.62105 13.1326 12.8396 11.2918 9.94461
ENSDARG00000098849 0.776249 0.96975 0.806254 0.484501 1.08345 1.00806 0.633701 0.621204
ENSDARG00000098851 0.0206724 0 0 0 0 0 0.0303377 0.0356127
ENSDARG00000098852 40.9733 54.8133 105.471 99.2046 113.376 118.158 91.7644 68.2029
ENSDARG00000098853 10.0265 11.3969 20.8075 18.0372 21.3048 21.4452 19.7691 19.0324
ENSDARG00000098855 4.61375 3.39942 4.83458 3.95357 5.10168 5.09099 5.38412 4.75823
ENSDARG00000098856 0.7007603 0.5970178 0.73277920370599 0.44652638228 0.721527 0.8879655 0.834515379 0.6610133
ENSDARG00000098857 0.274162 0.0963058 0.658528 0.0901108 1.504536 1.311772 0.813988 0.735204
ENSDARG00000098859 23.7587 14.4196 23.6439 18.5874 37.3172 33.1376 23.4379 22.2076
ENSDARG00000098860 0.294797 0.0977832 0.513932 0.250807 2.02539 2.24442 1.11613 2.05209
ENSDARG00000098861 0.352527 0.314104 0.579437 0.561508 0.483354 0.699879 0.777059 0.93005
ENSDARG00000098862 0.127904 0 0 0 0.0732614 0.2119474 0 0.3394712
ENSDARG00000098865 1.19393 0.8087 0.782087 0.818225 1.1242 0.57135 0.914259 1.20218
ENSDARG00000098867 1.04524 0.640476 1.92834 0.486492 3.15452 3.00128 1.58302 1.28729
ENSDARG00000098868 1.341434 0.7246968 3.091259 0.728182 6.104606 6.113 3.123049 2.17378
ENSDARG00000098871 0.598762 0.3697780053462 0.913441 0.316700000726679 1.76498 1.76997 1.11476 0.878341
ENSDARG00000098874 7.370682 7.9727 9.96282 7.781966 14.07524 13.0475 11.490926 12.211531
ENSDARG00000098876 1.77786 1.94655 2.86303 2.37378 3.33213 2.83988 3.31221 3.17699
ENSDARG00000098879 0.0132208 0.0220171 0.0354935 0.0174276 0.0243413 0.0509041 0 0.0442904
ENSDARG00000098880 0.2826542 0.356123178578 0.20485685 0.0948029288994 0.4425502 0.224294930032828 0.24787826 0.2012781463
ENSDARG00000098881 3.35583 2.648114 3.67136 3.468183 6.84159 5.5947 12.83781 8.55203
ENSDARG00000098883 11.991351 11.9599823002549 10.775197 10.784182 17.473597 20.560988 10.0034600014919 7.62104000347762
ENSDARG00000098888 2.16909 1.47974 2.08251 1.84046 1.58073 1.26491 2.93782 2.17186
ENSDARG00000098889 4.16168 3.19673 3.95832 3.37163 4.20561 4.57054 4.42572 3.44608
ENSDARG00000098890 7.67568 5.6628 8.15305 3.49567 4.31467 4.05446 5.97252 4.51731
ENSDARG00000098892 2.01542 1.531343 2.65621 1.185715 2.68381 2.61402 2.58499 3.0611
ENSDARG00000098897 28.7616 24.3466 29.1148 22.6543 42.1065 41.0456 38.961 34.6593
ENSDARG00000098898 1.464194 1.094711 1.78328 1.914666 3.082075 2.537865 2.20117 1.908835
ENSDARG00000098899 4.36702 2.54022 4.11653 2.68034 1.74452 2.664 2.10425 2.074225
ENSDARG00000098901 0.856698 1.4302084 1.4457 2.12354 1.13172 1.00464 1.03275 1.35062
ENSDARG00000098902 4.39342 3.50621 5.30052 3.43145 5.15086 6.60037 4.98878 5.14056
ENSDARG00000098903 0.129226 0.0391646 0.4015483 0.0337721 0.697355 0.969962 0.561982 0.974524
ENSDARG00000098904 3.58082 2.37235 2.34594 1.57709 2.30846 2.85132 2.59059 3.30243
ENSDARG00000098906 1.366334 0.4312705 0.548037 0.4000435 0.493955 0.7697956 1.011657 1.307059
ENSDARG00000098907 2.47338 2.83469 4.6359 3.50036 5.72533 5.76207 5.70483 7.61679
ENSDARG00000098909 0.651967 0.273225 0.512848 0.280385 0.526947 0.636088 0.740464 1.0065
ENSDARG00000098911 5.37268 4.696 6.40619 6.01041 6.72587 6.22595 6.01997 8.31162
ENSDARG00000098913 0 0 0 0.017448 0 0.065154 0.063988 0
ENSDARG00000098915 0.0372251 0.159752 0.0827722 0.0117819 0.10304 0.0570053 0.12596 0.466761
ENSDARG00000098916 8.02938 8.96834 10.57869 9.73063 12.43185 13.07789 13.44802 12.16506
ENSDARG00000098918 0.130127 0.0866466 0.0479127 0.101021 0.207968 0.0503249 0.271841 1.93876
ENSDARG00000098919 5.87799 5.59841 6.72367 6.18729 11.3319 10.4985 9.57756 10.2692
ENSDARG00000098923 1.95083 1.37794 1.75819 1.94629 3.16576 3.07668 2.62132 2.49703
ENSDARG00000098924 22.415001 18.137151 20.49295 16.111776 19.64448 18.639768 20.82998 20.089006
ENSDARG00000098925 0.105989 0.0253403 0.25239 0 0.578226 0.176727 0 0.085099
ENSDARG00000098928 0.331586 0.282658 0.417146 0.360744 0.30218 0.364652 0.367915 0.245461
ENSDARG00000098929 0.554742 0.373485 0.783028 0.348274 0.399995 0.290237 0.902792 0.186277
ENSDARG00000098932 3.092788 1.36248 3.81732 0.866559 3.98382 3.84842 2.83659 2.00498
ENSDARG00000098934 32.1733 37.4013 56.1384 59.2171 64.1421 63.7523 52.9601 48.4446
ENSDARG00000098935 54.5282 63.4431 69.0669 79.6243 94.4115 94.3198 74.3591 80.0237
ENSDARG00000098936 6.10071 7.09286 6.68989 7.00109 10.1239 9.38666 9.17294 7.42619
ENSDARG00000098937 0.642835 0.417766 1.00238 0.577805 0.863166 0.96934 0.935544 0.563454
ENSDARG00000098938 0 0 0 0 0 0 0 0
ENSDARG00000098942 33.8785 34.72255 35.72483 37.562198 39.98027 39.68428 39.08694 38.28824
ENSDARG00000098944 1.97767 2.12237 2.14086 1.91371 2.4076 2.75761 1.51528 1.48626
ENSDARG00000098946 13.84052 10.633247 17.13381 14.152942 23.46242 23.10751 19.87992 22.01843
ENSDARG00000098949 0.123543 0.101483 0.0852513 0.0676202 0.133084 0.145541 0.242122 0.308235
ENSDARG00000098950 0 0 0 0 0 0 0 0.0335422
ENSDARG00000098952 0.393757 0.168626 0.367112 0.184976 0.158844 0.185262 0.313643 0.44778
ENSDARG00000098954 3.545609 3.015988 3.901751 2.5356 5.454725 6.613525 4.40304 3.874291
ENSDARG00000098955 1.281281 0.868103 2.021033 1.0450901 3.268271 3.67256 3.538371 1.581372
ENSDARG00000098958 1.44447 0.391675 2.0654 1.12756 1.61334 1.28821 1.42849 1.41049
ENSDARG00000098959 6.22005 3.99368 6.88974 4.36567 10.0979 11.14548 9.04235000265978 10.590438
ENSDARG00000098963 0.0232606 0.0236128 0.0807954 0.0234524 0.167516 0.223097 0.0835478 0.0267722
ENSDARG00000098965 0 0 0 0 0 0 0 0
ENSDARG00000098966 0.0625084 0 0 0 0 0.018325 0.0360388 0.176144
ENSDARG00000098967 3.13514 2.84481 3.15165 2.40664 4.33088 4.08027 4.2085 4.74145
ENSDARG00000098968 2.49819 1.50511 4.56706 1.41659 9.01683 8.28904 4.86567 4.34835
ENSDARG00000098970 1.74253 0.93903 0.806149 0.336658 0.0986802 0.0937478 0.59631 0.384039
ENSDARG00000098972 60.1297 46.8758 61.1647 39.43138 39.66242 60.0118 32.732700746574 52.5143
ENSDARG00000098976 3.51834 1.70809 2.16301 1.30293 1.57113 1.40422 1.34067 2.74314
ENSDARG00000098979 0.397671 0.38815 0.302218 0.108594 0.140222 0.361786 0.302737 0.304776
ENSDARG00000098980 36.8217 18.7336 28.7712 18.8774 27.416 25.7572 24.9714 17.1712
ENSDARG00000098983 10.5923 7.90816 28.1669 24.5192 54.0619 54.2759 26.4396 22.2603
ENSDARG00000098984 1.00975 0.441896 1.8619 0.529635 3.48601 3.95399 2.44034 3.42681
ENSDARG00000098986 7.67817 9.11511 9.41798 8.82127 11.3025 10.7803 12.4943 13.0603
ENSDARG00000098987 0.10821 0.0834246 0 0.0918361 0.038898 0.212765 0.0314991 0.026699
ENSDARG00000098988 0.126881 0.337505 0.308522 0.214899 0.178888 0.0314173 0.163576 0.0757034
ENSDARG00000098989 1.39968 0.852738 1.62474 0.909681 0.864737 1.1536 1.43502 0.82839
ENSDARG00000098990 25.31405 25.22641 40.9737 29.35997 44.5273 40.39348 39.28125 41.80744
ENSDARG00000098991 0.520473 0.3946 1.42219 0.49434 1.03703 1.40092 0.85311 0.955946
ENSDARG00000098992 24.6541 31.5294 37.2545 39.9889 46.1921 43.6021 46.8689 47.952
ENSDARG00000098994 3.05347 0.734435 1.18503 0.705764 0.501597 0.796714 1.20065 1.17733
ENSDARG00000098995 0.030653 0.099057 0.128718 0 0.0698133 0.0450732 0.132779 0.130295
ENSDARG00000098999 14.762137 13.72642 17.60118 14.2729708 16.781051 17.3689 18.61452611494 18.98613169
ENSDARG00000099002 0.585846 0.52601 0.478983 0.277279 0.567542 0.408657 0.644458 0.414584
ENSDARG00000099003 1.14481 1.36823 2.93798 1.43398 3.10732 2.53304 1.59419 1.76259
ENSDARG00000099004 2.48605 3.17922 3.97729 2.98085 4.2497 4.95606 4.07228 3.40507
ENSDARG00000099005 1.735737 0.812545 1.576672 0.766127 2.95489 4.39653 1.717044 1.48503
ENSDARG00000099006 0.4363487539 0.4733252874 0.4783340844 0.4006135074 0.2553001759 0.4587841045 0.4637495952 0.3740594642
ENSDARG00000099008 0 0 0.0224044 0.00888717 0.0121535 0.0235342 0.0231114 0.0106389
ENSDARG00000099009 2.08645 1.45608 2.79739 2.01592 5.00397 3.42722 2.88918 1.91042
ENSDARG00000099014 16.08252 21.35746 26.1496 25.1413 30.3697 31.368857 28.44788 22.4189
ENSDARG00000099015 3.31194 1.62199 3.29877 1.04519 5.63603 6.5863 4.07684 3.96404
ENSDARG00000099021 43.975011 28.56693 39.314082 27.449607 56.02295 48.2611 46.097815 43.767346
ENSDARG00000099022 3172.94 4335.39 3970.92 4606.62 3447.32 3391.83 3628.63 3745.73
ENSDARG00000099023 0.483005 0.307063 0.502162 0.434947 0.326891 0.408798 0.55686 0.330285
ENSDARG00000099024 20.6789 18.9217 16.2778 10.4383 14.9167 14.2554 24.6254 19.5698
ENSDARG00000099025 1.04206 0.0865513 1.74306 0.241991 2.94553 3.25287 2.8974 2.44433
ENSDARG00000099026 0.177079 0.0931337 0.179941 0.0827432 0.115519 0.09508 0.173291 0.125482
ENSDARG00000099027 0 0 0 0 0 0 0 0
ENSDARG00000099028 0 0 0 0 0 0 0 0
ENSDARG00000099031 0 0.0138801 0.091973 0.0258941 0.0332633 0.0483044 0 0
ENSDARG00000099032 0 0 0 0 0 0 0 0
ENSDARG00000099034 0.0159733 0 0.017918 0 0 0.0282329 0.0369668 0.208524
ENSDARG00000099035 0.680648 0.139223 0.541091 0.568935 0.691972 0.730336 0.614097 0.696934
ENSDARG00000099038 0.541082 0.2527646 0.445088 0.2708965 0.615069 0.396018 0.422324 0.530723
ENSDARG00000099039 67.46725 67.620985 73.34616 62.019803 95.252027 87.616057 87.694013 91.075556
ENSDARG00000099042 0.67135 0.715221 0.971534 0.891518 0.629467 1.0256 1.05676 0.733904
ENSDARG00000099045 1.929201 1.51046 1.8926272562 1.09314 2.2033798 2.361092 2.3717117 1.84268785472
ENSDARG00000099046 0 0.0371703 0.0903656 0.031481 0.0764402 0.0841041 0.0236691 0.0220216
ENSDARG00000099048 0.855634 0.974398 1.33046 0.978213 0.946415 1.77302 1.77056 0.843912
ENSDARG00000099049 2.71596 1.52966 3.2166 1.84437 5.43678 4.95964 4.44548 5.75746
ENSDARG00000099052 0 0 0 0 0 0 0 0
ENSDARG00000099056 8.31515 8.70791 14.3888 12.1081 6.63214 11.3456 11.6944 13.3744
ENSDARG00000099058 4.85534 2.0272 3.18969 1.27426 2.51446 1.6797 3.40439 2.78826
ENSDARG00000099060 0.223657 0.399741 0.340836 0.169493 0.271892 0.368557 0.672158 3.88528
ENSDARG00000099061 1.90162 0.882079 2.22693 1.02493 3.67013 3.9043 1.38106 0.293236
ENSDARG00000099064 0 0 0 0 0 0 0 0
ENSDARG00000099066 0 0 0 0 0 0 0 0
ENSDARG00000099068 0 0 0 0 0 0 0 0
ENSDARG00000099069 0.256815 0.152203 0.811222 0.1720999 1.274463 1.197085 0.816082 0.707206
ENSDARG00000099070 0.102471 0.0406499 0.112363 0.0758309 0.121927 0.118021 0.139093 0.0909374
ENSDARG00000099073 0.076192 0.486153 0.20663 0.0647429 0.13457 0.162679 0.341058 0.543249
ENSDARG00000099074 0 0 0 0 0 0 0 0
ENSDARG00000099075 2.21155 1.34532 1.20845 1.43006 0.960536 1.2113 0.690635 1.14325
ENSDARG00000099076 0.178395 0.364069 0.0196715 0.0422926 0.474289 0.375422 0.855858 3.01267
ENSDARG00000099078 3.37478 3.10102 7.51037 3.08187 11.8296 13.5578 9.26182 5.56413
ENSDARG00000099079 21.26297 23.34409 26.8363 26.3673 22.9362 24.43619 24.2666 25.8759
ENSDARG00000099080 24.4624 14.9248 18.4634 14.6847 29.2959 28.2039 24.1294 22.3489
ENSDARG00000099084 1.117364 0.869651 2.302398 1.062142 4.07117 3.936216 2.777093 1.958448
ENSDARG00000099088 0.174718 0.0777874 0.300976 0.108833 0.396572 0.474201 0.399187 0.108746
ENSDARG00000099090 2.74872 3.49471 3.58347 3.10113 3.63224 4.05745 4.20811 4.84452
ENSDARG00000099092 0.59306 0.452646 0.200184 0.221776 0.285324 0.341053 0.504246 0.252573
ENSDARG00000099093 5.05697 3.66876 8.09855 4.10187 8.99912 9.12882 7.17528 8.26753
ENSDARG00000099096 0.3052 0.1114124 0.274714 0.0891537 0.504459 0.636089 0.575521 0.689087
ENSDARG00000099098 0 0 0.0332451 0.0279939 0.0360808 0 0 0.0336238
ENSDARG00000099101 104.249 96.243 131.503 114.493 141.553 137.471 129.467 113.764
ENSDARG00000099104 4111.95188 5167.84154 5178.92538 6301.192602 4084.069271 4183.81521 4476.15609 4485.1488
ENSDARG00000099106 10.0162286 10.27137 8.095376 8.5713244 8.94841 9.221644 10.081824 11.048955
ENSDARG00000099108 2.126797 1.74041 1.2771526 1.3180926 1.206048 1.207789 2.12276 0.969092
ENSDARG00000099111 0.702953 0.568088 0.353389 0.313878 0.729697 0.838215 0.403186 0.548554
ENSDARG00000099112 0.177888 0.0243362 0.1560856 0.0199425 0.188544 0.0528302 0.405476 0.108969
ENSDARG00000099113 0.91111 0.417516 0.75225 0.241365 0.70351 0.674402 0.829497 1.43072
ENSDARG00000099116 4.081204 2.428812 3.59605 2.662971 5.48953 4.96176 3.308944 3.76823
ENSDARG00000099117 26.74612 34.1489 62.470407 53.908 36.6303 38.67845 35.224073 26.76836
ENSDARG00000099118 0.3251938 0.0377496 0.260352 0.21128 1.37839 1.327419 0.756565 0.5597693
ENSDARG00000099121 0.285315 0.48876 0.288063 0.69176 0.748746 0.435924 0.486007 0.711817
ENSDARG00000099122 39.384 52.2801 55.6688 54.6703 63.1771 70.4113 53.2651 54.4117
ENSDARG00000099123 1.6751 1.21198 0.561411 0.706281 0.975231 0.943283 0.868702 0.964679
ENSDARG00000099124 0.378305 0.316273 0.951073 0.224435 1.18588 0.719935 0.949557 0.495834
ENSDARG00000099129 2.49063 2.31291 4.53211 3.37402 6.02358 7.86439 5.4545 4.88273
ENSDARG00000099133 0.1485068 0.0483774 0.1006589 0.1138925 0.1908601 0.1844099 0.221613 0.3979536
ENSDARG00000099137 8.3153908 6.73494 8.581981 6.1867411 8.827721 9.1297184 7.010353 5.8799864
ENSDARG00000099138 0.164437 0.051132 0.155259 0.0357715 0.0918825 0.103782 0.0582395 0.0428449
ENSDARG00000099139 6.6306865 7.5055469 9.3207247 6.7312888 11.168973 11.917779 11.6247069 10.6691832
ENSDARG00000099140 0 0 0 0 0 0 0 0
ENSDARG00000099143 8.20993 8.1038051 15.7610098 13.536284 27.50373 26.8429966 16.117066 14.2834143
ENSDARG00000099144 3.20932 2.45792 3.31481 3.03157 4.161285 3.482 2.26924 2.19561
ENSDARG00000099148 78.205514 108.324398 94.3714341 97.16104 140.13054 128.578207 148.13628 177.036005
ENSDARG00000099149 0.745932 0.418802 2.21793 0.559894 3.07909 3.04012 1.78978 0.938455
ENSDARG00000099151 3.58034 1.72636 7.96113 3.55701 16.2935 15.4021 5.99722 4.23017
ENSDARG00000099152 0.0220055 0.0231993 0.0394498 0.0249665 0 0 0.0244787 0.0123693
ENSDARG00000099154 8.48701 8.67099 5.02086 5.53131 9.59607 8.80863 12.2491 13.4921
ENSDARG00000099155 0.579746 0.307184 0.478326 0.594046 0.593351 0.4696 0.733403 0.701512
ENSDARG00000099156 6.29808 5.11895 5.50262 5.47331 8.31924 6.60118 6.82396 7.65178
ENSDARG00000099159 0.0866094 0.378722 0.326979 0.235437 0.507064 0.294337 0.240934 0.330586
ENSDARG00000099161 0.883953 0.855103 1.59327 1.76724 2.99521 2.39356 2.42713 1.68696
ENSDARG00000099164 1.34162 0.903924 2.74226 0.562091 5.01589 4.69094 4.06139 6.57927
ENSDARG00000099168 0.390145 0.339781 0.161122 0.158457 0 0.0846157 0.221615 0.0814913
ENSDARG00000099169 1.08197 0.738886 1.10507 1.13304 1.4216 0.971696 0.999486 1.11718
ENSDARG00000099170 0 0 0 0 0 0 0 0
ENSDARG00000099172 1.41605 1.31269 1.74671 1.02127 3.06918 4.08897 2.12437 1.80495
ENSDARG00000099173 0.519564 0.455023 2.26062 0.991987 4.77494 4.23521 3.04017 2.03918
ENSDARG00000099174 0 0 0 0 0 0 0 0
ENSDARG00000099175 219.34041 196.595066 211.72247 193.675119 228.2616 220.632312 212.48545 239.24088
ENSDARG00000099177 1.13983 0.923032 1.32463 0.947102 1.39569 2.30118 1.53723 1.92033
ENSDARG00000099178 0.388831 0.128519 0.199558 0.0707758 0.244048 0.413785 0.487728 0.371795
ENSDARG00000099181 0 0.020604 0.0911293 0.038436 0 0 0.164512 0.0691426
ENSDARG00000099182 0.18654766 0.150826 0.129983 0.164137 0.4184939 0.3010179 0.314939 0.315664
ENSDARG00000099183 1.54787 1.45847 2.60966 1.85017 4.0375 3.51954 3.42319 1.97219
ENSDARG00000099184 25.95056 27.194969 39.10526 29.38986 46.116501 46.60848 38.549554 35.39986
ENSDARG00000099185 0.5746266 0.5118253 0.2918794 0.215604 0.237526 0.172454 0.188183 0.147654
ENSDARG00000099186 4.8968 5.17692 8.94461 6.53378 8.76031 9.36768 9.38465 10.2843
ENSDARG00000099187 0 0.0226233 0.0500485 0.0306501 0.26848148 0.105136 0.1351758 0.0253142
ENSDARG00000099194 36.881 26.1727 41.7212 34.3096 80.1095 74.1607 50.7207 46.0629
ENSDARG00000099195 17.705 19.6947 25.3776 20.0216 24.0244 25.968 25.5342 25.066
ENSDARG00000099196 0 0 0.198136 0 0 0 0.233189 0.103888
ENSDARG00000099197 979.1842 1646.2072 2584.477 3375.432 3469.109 4227.359 1667.0419 1038.2539
ENSDARG00000099198 0.0839451 0 0.228359 0.0377253 1.17844 1.10916 0.656935 0.413883
ENSDARG00000099199 0.598706 0.176884 0.420515 0.141633 1.00124 1.16764 0.710799 0.83084
ENSDARG00000099200 6.0864136 12.4776 15.5684331 12.201666 18.6966 20.1741 25.196321 18.0939885
ENSDARG00000099201 0.786385 0.496511 0.410192 0.360091 0.700482 0.93372 0.918066 0.434873
ENSDARG00000099203 53.167752 63.8933172 56.12918 46.679623 61.88771 59.848 68.962882 67.968078
ENSDARG00000099205 0.190129 0.0670833 0.049466 0.0930038 0.167373 0.0810717 0.0510281 0.375465
ENSDARG00000099207 0.724096 0.0662202 0.7230606 0.103113 0.7247861 0.5343274 1.618241 0.5722413
ENSDARG00000099208 0 0 0 0 0 0 0 0
ENSDARG00000099211 0.0752118 0 0 0.0343242 0.0443026 0 0 0.0825459
ENSDARG00000099213 31.836346 30.1687485 37.60491 27.791754 48.279276 46.045856 41.551061 43.278556
ENSDARG00000099216 0 0 0 0 0 0 0 0
ENSDARG00000099217 0 0 0 0 0 0 0 0.0544257
ENSDARG00000099218 0 2.20141e-08 4.38966e-08 0 0 0 0.0276768 0
ENSDARG00000099221 0.523008 0.321575 1.4148432 0.660069 3.667193 3.341315 1.99228 0.706747
ENSDARG00000099222 33.463 32.0038 55.8689 47.1412 63.2711 63.2808 56.7553 49.0187
ENSDARG00000099226 12.9153 10.3802 26.929 21.7449 43.2899 38.683 30.6936 36.7743
ENSDARG00000099227 0.364679 0.473082 0.669135 0.502765 0.51386 0.702335 0.56342 0.684738
ENSDARG00000099233 0.146829 0.137487 0.230029 0.384505 0.1665293 0.161009 0.395481 0.154914
ENSDARG00000099235 2.988856 3.284158 7.09829 3.024626 9.32627 8.99276 7.83122 10.96896
ENSDARG00000099236 35.8198 43.3644 55.2393 50.3697 65.9825 65.4664 54.5272 50.8793
ENSDARG00000099238 1.77738 1.20623 1.5959 1.65998 1.87405 1.58442 2.32284 2.07896
ENSDARG00000099239 0 0 0 0 0 0 0 0
ENSDARG00000099240 0.669122 0.583428 1.20321 0.731587 1.44278 1.56323 1.68756 5.45768
ENSDARG00000099241 101.571948 139.1616 158.85911 138.096507 186.875 184.126 165.0418 170.494072
ENSDARG00000099245 3.54018 2.876775 5.73268 2.64855 6.46724 7.61295 6.988778 5.688644
ENSDARG00000099247 1.94975 1.95872 3.22326 2.65334 4.51339 4.61562 7.10467 19.4713
ENSDARG00000099252 1.844617 1.775304 1.64055 1.359056 2.088716 2.0710826 3.764888 8.04897
ENSDARG00000099256 29.770135 32.690299 42.83942 30.57167 54.500954 55.09399 44.45774 54.045218
ENSDARG00000099257 3.09229 3.73618 3.68288 3.59168 4.41993 3.93481 4.1634 3.20338
ENSDARG00000099258 10.692542 7.502327 9.282174 6.933281 12.181236 11.68245 11.161801 8.44153
ENSDARG00000099259 0.225399 0 0.113319 0.094157 0.246234 0.356704 0.116903 0
ENSDARG00000099260 0.462637 0.0818645 0.272565 0.152678 0.54243 0.620208 0.374899 1.65348
ENSDARG00000099262 0.32224 0.177819 0.160245 0.0903851 0.237335 0.163085 0.126286 0.1618006
ENSDARG00000099265 0.12125 0.102445 0.444466 0.117736 1.40989 1.18263 0.562278 0.242541
ENSDARG00000099266 4.83792 6.42282 8.78936 7.573 11.5191 10.688 10.2774 8.95716
ENSDARG00000099268 0 0 0 0 0 0 0 0
ENSDARG00000099269 18.4732 22.5303 17.7889 17.931 13.6073 15.3079 23.6033 21.9511
ENSDARG00000099272 0.039881500475097 0.00716326525811 0.0809011 0 0.111554 0.204951 0.151686 0.023773748
ENSDARG00000099273 4.99593 4.76129 8.855201 6.06258 14.867843 14.2233 10.3686 10.936097
ENSDARG00000099274 15.5688 12.4065 14.4152 10.7932 17.1301 14.9845 16.0528 14.8772
